electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour
1.8739999999999999,0.0,0.0,0.14800000000000002,0.0,8,23,18
0.899,0.0,0.0,0.0,0.0,8,23,19
0.28400000000000003,0.0,0.0,0.0,0.0,8,23,20
0.081,0.0,0.0,0.0,0.0,8,23,21
0.081,0.0,0.0,0.0,0.0,8,23,22
0.08399999999999999,0.0,0.0,0.0,0.0,8,23,23
0.08299999999999999,0.0,0.0,0.0,0.0,8,24,0
0.08499999999999999,0.0,0.0,0.0,0.0,8,24,1
0.10800000000000001,0.0,0.0,0.0,0.0,8,24,2
0.126,0.0,0.0,0.0,0.0,8,24,3
0.126,0.0,0.0,0.0,0.0,8,24,4
0.44499999999999995,0.0,0.0,0.022,0.0,8,24,5
0.212,0.0,0.0,0.295,0.0,8,24,6
0.158,0.0,0.0,0.656,0.0,8,24,7
1.325,0.0,0.0,0.924,0.0,8,24,8
0.108,0.0,0.0,2.3890000000000002,0.0,8,24,9
0.126,0.0,0.0,3.3819999999999997,0.0,8,24,10
2.553,0.0,0.0,2.0869999999999997,0.0,8,24,11
4.5280000000000005,0.0,0.0,3.4699999999999998,0.0,8,24,12
4.545,0.0,0.0,3.0969999999999995,0.0,8,24,13
2.3840000000000003,0.0,0.0,3.174,0.0,8,24,14
0.382,0.0,0.0,2.352,0.0,8,24,15
0.277,0.0,0.0,0.7050000000000001,0.0,8,24,16
